Date,High,Low,Open,Close,Volume,Adj Close
2012-08-27,142.0800018310547,141.33999633789062,141.88999938964844,141.5399932861328,68785900.0,119.17251586914062
2012-08-28,141.83999633789062,140.97000122070312,141.17999267578125,141.39999389648438,75689600.0,119.05465698242188
2012-08-29,141.88999938964844,141.1199951171875,141.52000427246094,141.50999450683594,65421300.0,119.14728546142578
2012-08-30,140.94000244140625,140.19000244140625,140.89999389648438,140.49000549316406,96589900.0,118.28848266601562
2012-08-31,141.82000732421875,140.36000061035156,141.2899932861328,141.16000366210938,151970400.0,118.8525390625
2012-09-04,141.4600067138672,140.1300048828125,141.0399932861328,141.02999877929688,120226200.0,118.74314880371094
2012-09-05,141.47000122070312,140.6300048828125,141.08999633789062,140.91000366210938,100660300.0,118.64215087890625
2012-09-06,143.77999877929688,141.75,141.75999450683594,143.77000427246094,158272500.0,121.05014038085938
2012-09-07,144.38999938964844,143.8800048828125,144.00999450683594,144.3300018310547,107272100.0,121.52163696289062
2012-09-10,144.44000244140625,143.4600067138672,144.19000244140625,143.50999450683594,86458500.0,120.83123779296875
2012-09-11,144.3699951171875,143.55999755859375,143.60000610351562,143.91000366210938,88760000.0,121.16803741455078
2012-09-12,144.5500030517578,143.89999389648438,144.38999938964844,144.38999938964844,87640900.0,121.57217407226562
2012-09-13,147.0399932861328,143.99000549316406,144.3699951171875,146.58999633789062,225470200.0,123.42445373535156
2012-09-14,148.11000061035156,146.75999450683594,146.8800048828125,147.24000549316406,169777000.0,123.9718246459961
2012-09-17,147.19000244140625,146.3699951171875,146.94000244140625,146.74000549316406,119427800.0,123.55078887939453
2012-09-18,146.80999755859375,146.25,146.49000549316406,146.6199951171875,98326600.0,123.44976043701172
2012-09-19,147.1699981689453,146.41000366210938,146.7899932861328,146.6999969482422,128318300.0,123.51709747314453
2012-09-20,146.7899932861328,145.6300048828125,146.02999877929688,146.7100067138672,154009800.0,123.52556610107422
2012-09-21,146.6699981689453,145.80999755859375,146.63999938964844,145.8699951171875,108737500.0,123.4738998413086
2012-09-24,145.97999572753906,145.0399932861328,145.14999389648438,145.64999389648438,95682000.0,123.2876968383789
2012-09-25,146.24000549316406,144.05999755859375,145.9600067138672,144.10000610351562,133165200.0,121.97564697265625
2012-09-26,144.11000061035156,142.9499969482422,144.07000732421875,143.2899932861328,146502200.0,121.29002380371094
2012-09-27,144.97000122070312,143.50999450683594,143.88999938964844,144.63999938964844,111830300.0,122.43273162841797
2012-09-28,144.55999755859375,143.4600067138672,144.08999633789062,143.97000122070312,150696100.0,121.8656234741211
2012-10-01,145.69000244140625,144.00999450683594,144.52000427246094,144.35000610351562,135911200.0,122.18728637695312
2012-10-02,145.14999389648438,143.8300018310547,144.9199981689453,144.5,113422200.0,122.31424713134766
2012-10-03,145.42999267578125,144.1300048828125,144.88999938964844,145.08999633789062,121283100.0,122.81368255615234
2012-10-04,146.33999633789062,145.44000244140625,145.63999938964844,146.1300048828125,124311600.0,123.69397735595703
2012-10-05,147.16000366210938,145.6999969482422,146.91000366210938,146.13999938964844,124842100.0,123.70246887207031
2012-10-08,146.1199951171875,145.30999755859375,145.60000610351562,145.63999938964844,78415400.0,123.27925872802734
2012-10-09,145.64999389648438,144.14999389648438,145.52999877929688,144.1999969482422,148872900.0,122.0603256225586
2012-10-10,144.32000732421875,143.08999633789062,144.17999267578125,143.27999877929688,124247500.0,121.28156280517578
2012-10-11,144.49000549316406,143.3300018310547,144.27999877929688,143.36000061035156,123601500.0,121.34929656982422
2012-10-12,143.9499969482422,142.5800018310547,143.4600067138672,142.88999938964844,124181900.0,120.95146942138672
2012-10-15,144.22999572753906,142.77000427246094,143.22999572753906,144.0800018310547,107689100.0,121.95870971679688
2012-10-16,145.63999938964844,144.66000366210938,144.75999450683594,145.5399932861328,108815500.0,123.19453430175781
2012-10-17,146.32000732421875,145.4199981689453,145.63999938964844,146.1999969482422,128834100.0,123.75326538085938
2012-10-18,146.52000427246094,145.3300018310547,145.82000732421875,145.82000732421875,148108500.0,123.4316177368164
2012-10-19,145.55999755859375,143.0500030517578,145.5500030517578,143.38999938964844,185645200.0,121.37467193603516
2012-10-22,143.6699981689453,142.27999877929688,143.14999389648438,143.41000366210938,125578600.0,121.39160919189453
2012-10-23,142.05999755859375,140.8300018310547,141.86000061035156,141.4199981689453,192056300.0,119.7071304321289
2012-10-24,142.10000610351562,140.8000030517578,141.92999267578125,141.02000427246094,120179400.0,119.36852264404297
2012-10-25,142.27999877929688,140.57000732421875,142.02000427246094,141.42999267578125,134457400.0,119.71561431884766
2012-10-26,141.83999633789062,140.38999938964844,141.3000030517578,141.35000610351562,146023500.0,119.64786529541016
2012-10-31,142.02999877929688,140.67999267578125,141.85000610351562,141.35000610351562,103438500.0,119.64786529541016
2012-11-01,143.00999450683594,141.52000427246094,141.64999389648438,142.8300018310547,100995600.0,120.90065002441406
2012-11-02,143.72000122070312,141.41000366210938,143.67999267578125,141.55999755859375,137702200.0,119.82566833496094
2012-11-05,142.1699981689453,140.92999267578125,141.35000610351562,141.85000610351562,98378500.0,120.07111358642578
2012-11-06,143.52000427246094,142.1300048828125,142.27999877929688,142.9600067138672,107068100.0,121.01071166992188
2012-11-07,141.67999267578125,139.05999755859375,141.66000366210938,139.72000122070312,264304500.0,118.26815795898438
2012-11-08,140.41000366210938,137.92999267578125,139.6999969482422,138.0399932861328,181517300.0,116.84608459472656
2012-11-09,139.44000244140625,137.5500030517578,137.6199951171875,138.16000366210938,201055300.0,116.94766235351562
2012-11-12,138.80999755859375,137.9600067138672,138.58999633789062,138.27000427246094,97677500.0,117.04078674316406
2012-11-13,139.25,137.36000061035156,137.5399932861328,137.7899932861328,123018300.0,116.63444519042969
2012-11-14,138.42999267578125,135.6199951171875,138.2100067138672,135.92999267578125,191505000.0,115.06001281738281
2012-11-15,136.49000549316406,135.17999267578125,135.97999572753906,135.6999969482422,178128400.0,114.86534881591797
2012-11-16,136.63999938964844,134.6999969482422,135.89999389648438,136.3699951171875,239483900.0,115.43248748779297
2012-11-19,139.14999389648438,136.41000366210938,137.89999389648438,139.1300048828125,151495800.0,117.76875305175781
2012-11-20,139.4199981689453,138.0800018310547,138.91000366210938,139.19000244140625,119807400.0,117.81949615478516
2012-11-21,139.57000732421875,139.02999877929688,139.30999755859375,139.4499969482422,81710800.0,118.0395736694336
2012-11-23,141.39999389648438,140.0399932861328,140.1300048828125,141.35000610351562,65409200.0,119.64786529541016
2012-11-26,141.36000061035156,140.19000244140625,140.64999389648438,141.0500030517578,100124400.0,119.3939437866211
2012-11-27,141.38999938964844,140.24000549316406,140.91000366210938,140.3300018310547,128646200.0,118.78450012207031
2012-11-28,141.5399932861328,139.0,139.75999450683594,141.4600067138672,177086500.0,119.7409896850586
2012-11-29,142.50999450683594,141.3699951171875,141.99000549316406,142.1199951171875,151085900.0,120.29962921142578
2012-11-30,142.4199981689453,141.66000366210938,142.13999938964844,142.14999389648438,136568300.0,120.32503509521484
2012-12-03,142.9199981689453,141.33999633789062,142.8000030517578,141.4499969482422,124656300.0,119.73250579833984
2012-12-04,141.8699951171875,140.8699951171875,141.44000244140625,141.25,127512200.0,119.5632553100586
2012-12-05,142.16000366210938,140.3699951171875,141.3699951171875,141.5,147300500.0,119.77486419677734
2012-12-06,142.0399932861328,141.16000366210938,141.3699951171875,141.97999572753906,103220600.0,120.18114471435547
2012-12-07,142.69000244140625,141.6699981689453,142.52999877929688,142.41000366210938,108726400.0,120.5451431274414
2012-12-10,142.80999755859375,142.14999389648438,142.2100067138672,142.47000122070312,98840700.0,120.59595489501953
2012-12-11,144.11000061035156,142.99000549316406,143.05999755859375,143.44000244140625,152570400.0,121.41699981689453
2012-12-12,144.5500030517578,143.30999755859375,144.0,143.50999450683594,145880100.0,121.47623443603516
2012-12-13,143.8300018310547,142.27000427246094,143.4199981689453,142.6300048828125,135715000.0,120.7313461303711
2012-12-14,142.5800018310547,141.8800048828125,142.32000732421875,142.10000610351562,137701700.0,120.28276062011719
2012-12-17,143.85000610351562,142.42999267578125,142.47000122070312,143.77000427246094,143238200.0,121.69635772705078
2012-12-18,145.5,143.7899932861328,144.0,145.3699951171875,177762800.0,123.05066680908203
2012-12-19,145.5800018310547,144.24000549316406,145.52999877929688,144.2899932861328,150895400.0,122.1364517211914
2012-12-20,145.13999938964844,143.97999572753906,144.3800048828125,145.1199951171875,168487000.0,122.83903503417969
2012-12-21,144.08999633789062,141.94000244140625,142.1699981689453,142.7899932861328,245883800.0,121.7240219116211
2012-12-24,142.55999755859375,142.19000244140625,142.47999572753906,142.35000610351562,53874600.0,121.34896087646484
2012-12-26,142.7100067138672,141.35000610351562,142.63999938964844,141.75,106947700.0,120.83750915527344
2012-12-27,142.0800018310547,139.9199981689453,141.7899932861328,141.55999755859375,167920600.0,120.67552947998047
2012-12-28,141.4199981689453,139.8699951171875,140.63999938964844,140.02999877929688,148806700.0,119.37120056152344
2012-12-31,142.55999755859375,139.5399932861328,139.66000366210938,142.41000366210938,243935200.0,121.40009307861328
2013-01-02,146.14999389648438,144.72999572753906,145.11000061035156,146.05999755859375,192059000.0,124.5115966796875
2013-01-03,146.3699951171875,145.33999633789062,145.99000549316406,145.72999572753906,144761800.0,124.23030090332031
2013-01-04,146.61000061035156,145.6699981689453,145.97000122070312,146.3699951171875,116817700.0,124.77584838867188
2013-01-07,146.11000061035156,145.42999267578125,145.85000610351562,145.97000122070312,110002500.0,124.43488311767578
2013-01-08,145.91000366210938,144.97999572753906,145.7100067138672,145.5500030517578,121265100.0,124.07687377929688
2013-01-09,146.32000732421875,145.63999938964844,145.8699951171875,145.9199981689453,90745600.0,124.39225006103516
2013-01-10,147.08999633789062,145.97000122070312,146.72999572753906,147.0800018310547,130735400.0,125.3811264038086
2013-01-11,147.14999389648438,146.61000061035156,147.0399932861328,147.07000732421875,113917300.0,125.37261962890625
2013-01-14,147.07000732421875,146.42999267578125,146.88999938964844,146.97000122070312,89567200.0,125.28733825683594
2013-01-15,147.2100067138672,146.1999969482422,146.2899932861328,147.07000732421875,93172600.0,125.37261962890625
2013-01-16,147.27999877929688,146.61000061035156,146.77000427246094,147.0500030517578,104849500.0,125.35556030273438
2013-01-17,148.4199981689453,147.14999389648438,147.6999969482422,148.0,133833500.0,126.16535186767578
2013-01-18,148.49000549316406,147.42999267578125,147.97000122070312,148.3300018310547,169906000.0,126.44670867919922
2013-01-22,149.1300048828125,147.97999572753906,148.3300018310547,149.1300048828125,111797300.0,127.12865447998047
2013-01-23,149.5,148.86000061035156,149.1300048828125,149.3699951171875,104596100.0,127.333251953125
2013-01-24,150.13999938964844,149.00999450683594,149.14999389648438,149.41000366210938,146426400.0,127.36737823486328
2013-01-25,150.25,149.3699951171875,149.8800048828125,150.25,147211600.0,128.08348083496094
2013-01-28,150.3300018310547,149.50999450683594,150.2899932861328,150.07000732421875,113357700.0,127.93000030517578
2013-01-29,150.85000610351562,149.6699981689453,149.77000427246094,150.66000366210938,105694400.0,128.43292236328125
2013-01-30,150.94000244140625,149.92999267578125,150.63999938964844,150.07000732421875,137447700.0,127.93000030517578
2013-01-31,150.3800048828125,149.60000610351562,149.88999938964844,149.6999969482422,108975800.0,127.61457824707031
2013-02-01,151.4199981689453,150.38999938964844,150.64999389648438,151.24000549316406,131173000.0,128.92739868164062
2013-02-04,151.27000427246094,149.42999267578125,150.32000732421875,149.5399932861328,159073600.0,127.4781723022461
2013-02-05,151.47999572753906,150.2899932861328,150.35000610351562,151.0500030517578,113912400.0,128.7654571533203
2013-02-06,151.25999450683594,150.41000366210938,150.52000427246094,151.16000366210938,138762800.0,128.8592071533203
2013-02-07,151.35000610351562,149.86000061035156,151.2100067138672,150.9600067138672,162490000.0,128.68870544433594
2013-02-08,151.88999938964844,151.22000122070312,151.22000122070312,151.8000030517578,103133700.0,129.40476989746094
2013-02-11,151.89999389648438,151.38999938964844,151.74000549316406,151.77000427246094,73775000.0,129.3791961669922
2013-02-12,152.3000030517578,151.61000061035156,151.77999877929688,152.02000427246094,65392700.0,129.59231567382812
2013-02-13,152.61000061035156,151.72000122070312,152.3300018310547,152.14999389648438,82322600.0,129.70310974121094
2013-02-14,152.47000122070312,151.52000427246094,151.69000244140625,152.2899932861328,80834300.0,129.8224639892578
2013-02-15,152.58999633789062,151.5500030517578,152.42999267578125,152.11000061035156,215226500.0,129.66905212402344
2013-02-19,153.27999877929688,152.16000366210938,152.3699951171875,153.25,95105400.0,130.64085388183594
2013-02-20,153.19000244140625,151.25999450683594,153.13999938964844,151.33999633789062,160574800.0,129.01263427734375
2013-02-21,151.4199981689453,149.94000244140625,150.9600067138672,150.4199981689453,183257000.0,128.22837829589844
2013-02-22,151.88999938964844,150.49000549316406,151.14999389648438,151.88999938964844,106356600.0,129.4815216064453
2013-02-25,152.86000061035156,149.0,152.6300048828125,149.0,245824800.0,127.01786041259766
2013-02-26,150.1999969482422,148.72999572753906,149.72000122070312,150.02000427246094,186596200.0,127.88739013671875
2013-02-27,152.3300018310547,149.75999450683594,149.88999938964844,151.91000366210938,150781900.0,129.49855041503906
2013-02-28,152.8699951171875,151.41000366210938,151.89999389648438,151.61000061035156,126866000.0,129.24278259277344
2013-03-01,152.33999633789062,150.41000366210938,151.08999633789062,152.11000061035156,170634800.0,129.66905212402344
2013-03-04,152.9199981689453,151.52000427246094,151.75999450683594,152.9199981689453,99010200.0,130.35952758789062
2013-03-05,154.6999969482422,153.63999938964844,153.66000366210938,154.2899932861328,121431900.0,131.5274200439453
2013-03-06,154.9199981689453,154.16000366210938,154.83999633789062,154.5,94469900.0,131.7064666748047
2013-03-07,154.97999572753906,154.52000427246094,154.6999969482422,154.77999877929688,86101400.0,131.9451904296875
2013-03-08,155.64999389648438,154.66000366210938,155.4600067138672,155.44000244140625,123477800.0,132.50778198242188
2013-03-11,156.0399932861328,155.1300048828125,155.32000732421875,156.02999877929688,83746800.0,133.01071166992188
2013-03-12,156.10000610351562,155.2100067138672,155.9199981689453,155.67999267578125,105755800.0,132.71234130859375
2013-03-13,156.1199951171875,155.22999572753906,155.75999450683594,155.89999389648438,92550900.0,132.89990234375
2013-03-14,156.8000030517578,155.91000366210938,156.30999755859375,156.72999572753906,126329900.0,133.60743713378906
2013-03-15,156.0399932861328,155.30999755859375,155.85000610351562,155.8300018310547,138601100.0,133.43106079101562
2013-03-18,155.63999938964844,154.1999969482422,154.33999633789062,154.97000122070312,126704300.0,132.69464111328125
2013-03-19,155.50999450683594,153.58999633789062,155.3000030517578,154.61000061035156,167567300.0,132.38636779785156
2013-03-20,155.9499969482422,155.25999450683594,155.52000427246094,155.69000244140625,113759300.0,133.31118774414062
2013-03-21,155.63999938964844,154.10000610351562,154.75999450683594,154.36000061035156,128605000.0,132.17236328125
2013-03-22,155.60000610351562,154.72999572753906,154.85000610351562,155.60000610351562,111163600.0,133.2340850830078
2013-03-25,156.27000427246094,154.35000610351562,156.00999450683594,154.9499969482422,151322300.0,132.67752075195312
2013-03-26,156.22999572753906,155.4199981689453,155.58999633789062,156.19000244140625,86856600.0,133.73931884765625
2013-03-27,156.24000549316406,155.0,155.25999450683594,156.19000244140625,99950600.0,133.73931884765625
2013-03-28,156.85000610351562,155.75,156.08999633789062,156.6699981689453,102932800.0,134.15032958984375
2013-04-01,156.91000366210938,155.6699981689453,156.58999633789062,156.0500030517578,99194100.0,133.61944580078125
2013-04-02,157.2100067138672,156.3699951171875,156.61000061035156,156.82000732421875,101504300.0,134.27879333496094
2013-04-03,157.02999877929688,154.82000732421875,156.91000366210938,155.22999572753906,154167400.0,132.91725158691406
2013-04-04,156.1699981689453,155.08999633789062,155.42999267578125,155.86000061035156,131885000.0,133.4567413330078
2013-04-05,155.35000610351562,153.77000427246094,153.9499969482422,155.16000366210938,159666000.0,132.8573455810547
2013-04-08,156.22000122070312,154.75,155.27000427246094,156.2100067138672,86571200.0,133.75645446777344
2013-04-09,157.32000732421875,155.97999572753906,156.5,156.75,101922200.0,134.2188262939453
2013-04-10,158.8699951171875,157.1300048828125,157.1699981689453,158.6699981689453,135711100.0,135.86285400390625
2013-04-11,159.7100067138672,158.5399932861328,158.6999969482422,159.19000244140625,110142500.0,136.30809020996094
2013-04-12,159.0399932861328,157.9199981689453,158.67999267578125,158.8000030517578,116359900.0,135.97412109375
2013-04-15,158.1300048828125,155.10000610351562,158.0,155.1199951171875,217259000.0,132.82308959960938
2013-04-16,157.49000549316406,155.91000366210938,156.2899932861328,157.41000366210938,147507800.0,134.783935546875
2013-04-17,156.32000732421875,154.27999877929688,156.2899932861328,155.11000061035156,226834800.0,132.81459045410156
2013-04-18,155.41000366210938,153.5500030517578,155.3699951171875,154.13999938964844,167583200.0,131.98397827148438
2013-04-19,155.5500030517578,154.1199951171875,154.5,155.47999572753906,149687600.0,133.13134765625
2013-04-22,156.5399932861328,154.75,155.77999877929688,156.1699981689453,106553500.0,133.72222900390625
2013-04-23,157.92999267578125,156.1699981689453,156.9499969482422,157.77999877929688,166141300.0,135.10073852539062
2013-04-24,158.3000030517578,157.5399932861328,157.8300018310547,157.8800048828125,96781200.0,135.18638610839844
2013-04-25,159.27000427246094,158.10000610351562,158.33999633789062,158.52000427246094,131060600.0,135.73439025878906
2013-04-26,158.60000610351562,157.72999572753906,158.3300018310547,158.24000549316406,95918800.0,135.49461364746094
2013-04-29,159.64999389648438,158.4199981689453,158.6699981689453,159.3000030517578,88572800.0,136.40228271484375
2013-04-30,159.72000122070312,158.61000061035156,159.27000427246094,159.67999267578125,116010700.0,136.72764587402344
2013-05-01,159.41000366210938,158.10000610351562,159.3300018310547,158.27999877929688,138874200.0,135.5289306640625
2013-05-02,159.88999938964844,158.52999877929688,158.67999267578125,159.75,96407600.0,136.7876434326172
2013-05-03,161.8800048828125,159.77999877929688,161.13999938964844,161.3699951171875,144202300.0,138.1746826171875
2013-05-06,162.00999450683594,161.4199981689453,161.49000549316406,161.77999877929688,66882100.0,138.52578735351562
2013-05-07,162.64999389648438,161.6699981689453,162.1300048828125,162.60000610351562,90359200.0,139.2279510498047
2013-05-08,163.38999938964844,162.3300018310547,162.4199981689453,163.33999633789062,97419200.0,139.8615264892578
2013-05-09,163.6999969482422,162.47000122070312,163.27000427246094,162.8800048828125,106738600.0,139.4676971435547
2013-05-10,163.5500030517578,162.50999450683594,162.99000549316406,163.41000366210938,103203000.0,139.92152404785156
2013-05-13,163.80999755859375,162.82000732421875,163.1999969482422,163.5399932861328,81843200.0,140.03277587890625
2013-05-14,165.35000610351562,163.6699981689453,163.6699981689453,165.22999572753906,119000900.0,141.4799041748047
2013-05-15,166.4499969482422,164.91000366210938,164.9600067138672,166.1199951171875,120718500.0,142.241943359375
2013-05-16,166.36000061035156,165.08999633789062,165.77999877929688,165.33999633789062,109913600.0,141.57408142089844
2013-05-17,167.0399932861328,165.72999572753906,165.9499969482422,166.94000244140625,129801000.0,142.944091796875
2013-05-20,167.5800018310547,166.61000061035156,166.77999877929688,166.92999267578125,85071200.0,142.935546875
2013-05-21,167.8000030517578,166.5,167.0800018310547,167.1699981689453,95804200.0,143.14105224609375
2013-05-22,169.07000732421875,165.1699981689453,167.33999633789062,165.92999267578125,244031800.0,142.0792999267578
2013-05-23,165.91000366210938,163.94000244140625,164.16000366210938,165.4499969482422,211064400.0,141.66827392578125
2013-05-24,165.3800048828125,163.97999572753906,164.47000122070312,165.30999755859375,151573900.0,141.54844665527344
2013-05-28,167.77999877929688,165.80999755859375,167.0399932861328,166.3000030517578,143679800.0,142.3961181640625
2013-05-29,165.8000030517578,164.33999633789062,165.4199981689453,165.22000122070312,160363400.0,141.47134399414062
2013-05-30,166.58999633789062,165.22000122070312,165.35000610351562,165.8300018310547,107793800.0,141.99366760253906
2013-05-31,166.30999755859375,163.1300048828125,165.3699951171875,163.4499969482422,176850100.0,139.95574951171875
2013-06-03,164.4600067138672,162.66000366210938,163.8300018310547,164.35000610351562,168390700.0,140.72640991210938
2013-06-04,165.10000610351562,162.72999572753906,164.44000244140625,163.55999755859375,157631500.0,140.0499267578125
2013-06-05,163.4199981689453,161.1300048828125,163.08999633789062,161.27000427246094,211737800.0,138.089111328125
2013-06-06,162.74000549316406,160.25,161.1999969482422,162.72999572753906,200225500.0,139.33926391601562
2013-06-07,164.9499969482422,163.13999938964844,163.85000610351562,164.8000030517578,188337800.0,141.11172485351562
2013-06-10,165.39999389648438,164.3699951171875,165.30999755859375,164.8000030517578,105667100.0,141.11172485351562
2013-06-11,164.5399932861328,162.74000549316406,163.3000030517578,163.10000610351562,159505400.0,139.6560516357422
2013-06-12,164.38999938964844,161.60000610351562,164.22000122070312,161.75,177361500.0,138.5001220703125
2013-06-13,164.5,161.3000030517578,161.66000366210938,164.2100067138672,163587800.0,140.60650634765625
2013-06-14,164.6699981689453,162.91000366210938,164.02999877929688,163.17999267578125,141197500.0,139.72451782226562
2013-06-17,165.22000122070312,163.22000122070312,164.2899932861328,164.44000244140625,136295600.0,140.80343627929688
2013-06-18,165.99000549316406,164.52000427246094,164.52999877929688,165.74000549316406,114695600.0,141.91661071777344
2013-06-19,165.88999938964844,163.3800048828125,165.60000610351562,163.4499969482422,206149500.0,139.95574951171875
2013-06-20,163.47000122070312,158.97999572753906,161.86000061035156,159.39999389648438,321255900.0,136.48788452148438
2013-06-21,159.75999450683594,157.47000122070312,159.63999938964844,159.07000732421875,271956800.0,136.92604064941406
2013-06-24,158.42999267578125,155.72999572753906,157.41000366210938,157.05999755859375,222329000.0,135.1958465576172
2013-06-25,160.10000610351562,157.4199981689453,158.47999572753906,158.57000732421875,162262200.0,136.49562072753906
2013-06-26,160.5,159.25,159.8699951171875,160.13999938964844,134848000.0,137.84713745117188
2013-06-27,161.82000732421875,160.9499969482422,161.10000610351562,161.0800018310547,129483700.0,138.65623474121094
2013-06-28,161.39999389648438,159.86000061035156,160.6300048828125,160.4199981689453,160402900.0,138.08810424804688
2013-07-01,162.47999572753906,161.0800018310547,161.25999450683594,161.36000061035156,131954800.0,138.89730834960938
2013-07-02,162.3000030517578,160.5,161.1199951171875,161.2100067138672,154863700.0,138.76817321777344
2013-07-03,161.77000427246094,160.22000122070312,160.47999572753906,161.27999877929688,75216400.0,138.82835388183594
2013-07-05,163.0800018310547,161.3000030517578,162.47000122070312,163.02000427246094,122416900.0,140.32618713378906
2013-07-08,164.38999938964844,163.0800018310547,163.86000061035156,163.9499969482422,108092500.0,141.12669372558594
2013-07-09,165.3300018310547,164.27000427246094,164.97999572753906,165.1300048828125,119298000.0,142.14244079589844
2013-07-10,165.75,164.6300048828125,164.97000122070312,165.19000244140625,121410100.0,142.19407653808594
2013-07-11,167.61000061035156,165.17999267578125,167.11000061035156,167.44000244140625,135592200.0,144.1309051513672
2013-07-12,167.92999267578125,167.1300048828125,167.38999938964844,167.50999450683594,104212700.0,144.19110107421875
2013-07-15,168.38999938964844,167.67999267578125,167.97000122070312,168.14999389648438,69450600.0,144.7420654296875
2013-07-16,168.36000061035156,167.07000732421875,168.25999450683594,167.52000427246094,88702100.0,144.19973754882812
2013-07-17,168.47999572753906,167.72999572753906,168.16000366210938,167.9499969482422,92873900.0,144.5699005126953
2013-07-18,169.27000427246094,168.1999969482422,168.30999755859375,168.8699951171875,103620100.0,145.3617706298828
2013-07-19,169.22999572753906,168.30999755859375,168.52000427246094,169.1699981689453,103831700.0,145.6199951171875
2013-07-22,169.74000549316406,169.00999450683594,169.41000366210938,169.5,79428600.0,145.9040985107422
2013-07-23,169.8300018310547,169.0500030517578,169.8000030517578,169.13999938964844,80829700.0,145.59425354003906
2013-07-24,169.86000061035156,168.17999267578125,169.7899932861328,168.52000427246094,112914000.0,145.06053161621094
2013-07-25,169.0800018310547,167.94000244140625,168.22000122070312,168.92999267578125,111088600.0,145.41342163085938
2013-07-26,169.16000366210938,167.52000427246094,168.22000122070312,169.11000061035156,107814600.0,145.568359375
2013-07-29,169.05999755859375,168.11000061035156,168.67999267578125,168.58999633789062,79695000.0,145.1207733154297
2013-07-30,169.27999877929688,168.19000244140625,169.10000610351562,168.58999633789062,85209600.0,145.1207733154297
2013-07-31,169.85000610351562,168.49000549316406,168.94000244140625,168.7100067138672,142388700.0,145.22410583496094
2013-08-01,170.80999755859375,169.89999389648438,169.99000549316406,170.66000366210938,110438400.0,146.90260314941406
2013-08-02,170.97000122070312,170.0500030517578,170.27999877929688,170.9499969482422,91116700.0,147.1522674560547
2013-08-05,170.9600067138672,170.35000610351562,170.57000732421875,170.6999969482422,54072700.0,146.9370880126953
2013-08-06,170.74000549316406,169.35000610351562,170.3699951171875,169.72999572753906,87495000.0,146.10205078125
2013-08-07,169.42999267578125,168.5500030517578,169.19000244140625,169.17999267578125,84854700.0,145.62867736816406
2013-08-08,170.17999267578125,168.92999267578125,169.97999572753906,169.8000030517578,102181300.0,146.16233825683594
2013-08-09,170.10000610351562,168.72000122070312,169.5800018310547,169.30999755859375,91757700.0,145.7406005859375
2013-08-12,169.30999755859375,168.3800048828125,168.4600067138672,169.11000061035156,68593300.0,145.568359375
2013-08-13,169.89999389648438,168.41000366210938,169.41000366210938,169.61000061035156,80806000.0,145.99879455566406
2013-08-14,169.8000030517578,168.6999969482422,169.52999877929688,168.74000549316406,79829200.0,145.2498779296875
2013-08-15,167.42999267578125,166.08999633789062,167.41000366210938,166.3800048828125,152931800.0,143.21844482421875
2013-08-16,166.6300048828125,165.5,166.05999755859375,165.8300018310547,130868200.0,142.7449951171875
2013-08-19,166.2100067138672,164.75999450683594,165.63999938964844,164.77000427246094,96437600.0,141.8325653076172
2013-08-20,166.1999969482422,164.86000061035156,165.0399932861328,165.5800018310547,89294400.0,142.52981567382812
2013-08-21,166.02999877929688,164.19000244140625,165.1199951171875,164.55999755859375,159530500.0,141.65179443359375
2013-08-22,166.3000030517578,164.88999938964844,164.89999389648438,166.05999755859375,101471400.0,142.9429931640625
2013-08-23,166.8300018310547,165.77000427246094,166.5500030517578,166.6199951171875,90888900.0,143.4250030517578
2013-08-26,167.3000030517578,165.88999938964844,166.7899932861328,166.0,89702100.0,142.8913116455078
2013-08-27,166.0,163.2100067138672,164.36000061035156,163.3300018310547,158619400.0,140.5930633544922
2013-08-28,164.49000549316406,163.0500030517578,163.25999450683594,163.91000366210938,108113000.0,141.09231567382812
2013-08-29,165.0399932861328,163.39999389648438,163.5500030517578,164.1699981689453,119200500.0,141.31607055664062
2013-08-30,164.52999877929688,163.1699981689453,164.50999450683594,163.64999389648438,134928900.0,140.86846923828125
2013-09-03,165.5800018310547,163.6999969482422,165.22999572753906,164.38999938964844,142375100.0,141.50546264648438
2013-09-04,166.02999877929688,164.1300048828125,164.42999267578125,165.75,97389400.0,142.67613220214844
2013-09-05,166.39999389648438,165.72999572753906,165.85000610351562,165.9600067138672,63090500.0,142.85690307617188
2013-09-06,166.97999572753906,164.47999572753906,166.50999450683594,166.0399932861328,159756500.0,142.92578125
2013-09-09,167.72999572753906,166.4499969482422,166.4499969482422,167.6300048828125,87559300.0,144.29444885253906
2013-09-10,168.89999389648438,168.25999450683594,168.63999938964844,168.8699951171875,105847200.0,145.3617706298828
2013-09-11,169.39999389648438,168.35000610351562,168.63999938964844,169.39999389648438,94545900.0,145.81800842285156
2013-09-12,169.55999755859375,168.72000122070312,169.33999633789062,168.9499969482422,83209000.0,145.4306640625
2013-09-13,169.4600067138672,168.74000549316406,169.1300048828125,169.3300018310547,72727800.0,145.7577362060547
2013-09-16,171.24000549316406,170.0399932861328,171.16000366210938,170.30999755859375,106299200.0,146.60133361816406
2013-09-17,171.11000061035156,170.4600067138672,170.4600067138672,171.07000732421875,82523300.0,147.2555389404297
2013-09-18,173.52000427246094,170.5800018310547,171.00999450683594,173.0500030517578,203460600.0,148.9598846435547
2013-09-19,173.60000610351562,172.58999633789062,173.52000427246094,172.75999450683594,146616900.0,148.71026611328125
